no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,arrival_day,booking_status
2,0,1,4,Meal Plan 1,N,Room_Type 2,36,Online,N,0,0,81.62,1,295,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,298,Offline,N,0,0,93,0,131,Not_Canceled
2,1,2,3,Meal Plan 1,N,Room_Type 6,81,Online,N,0,0,187.85,0,136,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,95,Online,N,0,0,132.3,0,294,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,96,Online,N,0,0,84.6,0,321,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,121,Offline,N,0,0,90,0,176,Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,0,Corporate,Y,2,15,66,0,4,Not_Canceled
2,0,2,5,Not Selected,N,Room_Type 1,48,Online,N,0,0,74.8,1,318,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,31,Offline,N,0,0,105.3,0,134,Not_Canceled
2,2,1,4,Meal Plan 1,N,Room_Type 6,50,Online,N,0,0,170.85,0,104,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,16,Offline,N,0,0,50.4,0,226,Not_Canceled
1,0,0,3,Meal Plan 2,N,Room_Type 1,36,Offline,N,0,0,91,0,287,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,27,Offline,N,0,0,85,0,125,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,322,Offline,N,0,0,80,0,140,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,42,Offline,N,0,0,94.5,0,111,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,167,Online,N,0,0,105.83,1,190,Canceled
1,0,2,4,Meal Plan 1,N,Room_Type 1,69,Offline,N,0,0,120,0,164,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 4,17,Online,N,0,0,108,0,64,Not_Canceled
3,0,0,1,Meal Plan 1,N,Room_Type 1,25,Corporate,N,0,0,81,1,347,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,19,Online,N,0,0,119,0,366,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,188,Offline,N,0,0,130,0,167,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,129,Offline,N,0,0,80.75,0,134,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,3,Offline,N,0,0,85,0,203,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,16,Online,N,0,0,166,2,183,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Corporate,Y,0,4,67,1,348,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,43,Offline,N,0,0,118,0,366,Not_Canceled
2,0,1,3,Not Selected,N,Room_Type 1,10,Online,N,0,0,78.63,0,322,Not_Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 1,236,Corporate,N,0,0,89,0,215,Not_Canceled
2,2,1,2,Meal Plan 1,N,Room_Type 6,195,Online,N,0,0,174.3,0,239,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,74,Offline,N,0,0,101.5,0,262,Not_Canceled
1,0,1,5,Meal Plan 1,N,Room_Type 1,125,Online,N,0,0,80.75,2,294,Not_Canceled
2,0,1,1,Meal Plan 1,Y,Room_Type 1,1,Complementary,N,0,0,0,2,277,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,39,Offline,N,0,0,109,0,227,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,5,Online,N,0,0,96,1,348,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,257,Offline,N,0,0,101.5,0,183,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 2,50,Online,N,0,0,65.66,0,65,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,48,Online,N,0,0,73.51,0,276,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,182,Online,N,0,0,98.1,0,286,Canceled
2,0,3,6,Not Selected,N,Room_Type 1,151,Online,N,0,0,97.75,0,219,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,45,Online,N,0,0,147.6,0,312,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 5,2,Corporate,N,0,0,125,0,245,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,58,Offline,N,0,0,80,0,27,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,180,Online,N,0,0,108.9,1,275,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,67,Offline,N,0,0,75,0,330,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 2,71,Online,N,0,0,69,1,77,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,23,Online,N,0,0,105,2,278,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,85,0,19,Not_Canceled
2,0,0,1,Meal Plan 1,Y,Room_Type 4,24,Online,N,0,0,141,0,113,Not_Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 1,44,Online,N,0,0,74.82,1,54,Not_Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 1,145,Offline,N,0,0,112,1,186,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,4,Online,N,0,0,98,1,361,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,213,Offline,N,0,0,130,0,159,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,13,Offline,N,0,0,90,1,300,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,66,Online,N,0,0,132.9,1,245,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,40,Offline,N,0,0,72,0,331,Not_Canceled
2,1,1,1,Meal Plan 1,N,Room_Type 4,135,Offline,N,0,0,102.09,0,198,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 4,66,Online,N,0,0,118.8,2,99,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,263,Offline,N,0,0,110,0,295,Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,61,Offline,N,0,0,91,0,278,Not_Canceled
2,0,2,1,Not Selected,N,Room_Type 1,92,Online,N,0,0,79.2,2,317,Canceled
1,2,0,3,Meal Plan 1,N,Room_Type 6,28,Online,N,0,0,213.63,0,138,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,335,Online,N,0,0,0,0,287,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,8,Offline,N,0,0,130,0,310,Not_Canceled
1,0,2,3,Meal Plan 1,N,Room_Type 1,13,Offline,N,0,0,45,0,248,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 4,14,Online,N,0,0,78.54,1,248,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,17,Offline,N,0,0,75,0,279,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,25,Online,N,0,0,69,0,339,Not_Canceled
2,0,2,4,Not Selected,N,Room_Type 1,26,Online,N,0,0,124.7,0,132,Canceled
2,0,0,2,Not Selected,N,Room_Type 1,4,Online,N,0,0,96,1,245,Not_Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 1,116,Online,N,0,0,96.05,1,262,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,178,Online,N,0,0,99.45,1,216,Not_Canceled
2,1,2,3,Not Selected,N,Room_Type 1,68,Online,N,0,0,79.56,2,304,Not_Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 1,4,Online,N,0,0,125,1,363,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,63,Offline,N,0,0,116,0,248,Not_Canceled
2,0,1,1,Not Selected,N,Room_Type 1,175,Online,N,0,0,85.5,1,205,Not_Canceled
2,1,2,5,Meal Plan 1,N,Room_Type 1,136,Online,N,0,0,106.25,0,180,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,31,Offline,N,0,0,75,0,260,Canceled
2,1,1,3,Meal Plan 1,N,Room_Type 1,33,Online,N,0,0,126,1,105,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,106.2,1,273,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,31,Online,N,0,0,125.1,0,138,Canceled
2,1,2,2,Meal Plan 1,N,Room_Type 1,25,Online,N,0,0,125.5,0,108,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,15,Offline,N,0,0,84,1,252,Not_Canceled
2,2,2,2,Meal Plan 1,N,Room_Type 6,11,Online,N,0,0,203.5,0,115,Canceled
1,0,1,1,Meal Plan 2,N,Room_Type 1,301,Offline,N,0,0,90,0,212,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,2,Online,N,0,0,96,1,353,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,68,Online,N,0,0,132.3,3,284,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,22,Online,N,0,0,139,1,270,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,87,Online,N,0,0,69.53,2,305,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,5,Online,N,0,0,94,0,342,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,199,Offline,N,0,0,68,1,309,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,12,Offline,N,0,0,58,1,354,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,94,Online,N,0,0,72.25,3,339,Not_Canceled
2,0,0,3,Meal Plan 2,N,Room_Type 1,36,Offline,N,0,0,112,0,287,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,56,Online,N,0,0,117.45,1,248,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,6,Online,N,0,0,0,1,345,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,147,Online,N,0,0,118.15,1,148,Not_Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,26,Online,N,0,0,144.5,2,102,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,1,Corporate,N,0,0,65,0,62,Not_Canceled
2,0,0,3,Not Selected,N,Room_Type 1,88,Online,N,0,0,134.1,1,167,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,32,Online,N,0,0,108.3,0,104,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,58,Online,N,0,0,115.04,2,271,Not_Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 1,273,Offline,N,0,0,87,0,199,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,180,Offline,N,0,0,100,1,123,Not_Canceled
2,0,2,5,Not Selected,N,Room_Type 1,15,Online,N,0,0,76.5,0,343,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,245,Online,N,0,0,96.3,0,302,Canceled
3,0,0,4,Meal Plan 1,N,Room_Type 4,137,Online,N,0,0,130.95,0,237,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,34,Offline,N,0,0,99.9,0,103,Not_Canceled
3,0,2,0,Meal Plan 1,N,Room_Type 4,36,Online,N,0,0,145.8,0,171,Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 1,173,Offline,N,0,0,300,0,207,Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 1,320,Offline,N,0,0,90,0,231,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,5,Offline,N,0,0,62,0,344,Not_Canceled
2,1,2,4,Meal Plan 1,N,Room_Type 1,187,Online,N,0,0,90.95,1,238,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,26,Online,N,0,0,110,1,305,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,66,Online,N,0,0,87.3,2,246,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,117,Online,N,0,0,72.67,0,120,Canceled
3,1,0,2,Meal Plan 2,N,Room_Type 5,7,Offline,N,0,0,215,1,106,Not_Canceled
2,0,2,9,Meal Plan 1,N,Room_Type 1,72,Offline,N,0,0,58.91,1,358,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,25,Online,N,0,0,129,2,291,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,223,Online,N,0,0,92.28,1,273,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,12,Corporate,Y,0,1,65,0,343,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,322,Offline,N,0,0,80,0,140,Canceled
2,0,0,1,Not Selected,Y,Room_Type 1,2,Online,N,0,0,149,1,289,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,27,Online,N,0,0,88.4,1,348,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,5,Online,N,0,0,124,1,254,Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,97,0,130,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,29,Online,N,0,0,152,2,279,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,105,0,287,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,2,Online,N,0,0,134.75,1,278,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,4,Online,N,0,0,124,1,228,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,19,Corporate,N,0,0,85.5,0,281,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 4,21,Online,N,0,0,164,1,263,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 7,14,Corporate,N,0,0,112,0,35,Not_Canceled
2,0,1,1,Not Selected,N,Room_Type 1,196,Online,N,0,0,85.5,0,219,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,80,Online,N,0,0,85.5,2,85,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 4,131,Online,N,0,0,132.3,0,291,Canceled
1,0,1,5,Meal Plan 1,N,Room_Type 1,32,Offline,N,0,0,49.67,1,53,Not_Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,184,Online,N,0,0,128.7,2,291,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,99,Online,N,0,0,132.6,0,144,Canceled
2,2,0,2,Meal Plan 1,N,Room_Type 1,155,Online,N,0,0,130.5,0,229,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,240,Online,N,0,0,90.95,2,301,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 4,8,Online,N,0,0,108.57,0,131,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,1,Offline,N,0,0,65,0,14,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,97,Offline,N,0,0,75,0,136,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,118,Offline,N,0,0,99.28,0,247,Not_Canceled
3,0,2,3,Meal Plan 1,N,Room_Type 4,12,Online,N,0,0,130,2,38,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,1,Corporate,N,0,0,90,0,253,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,149,1,180,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,238,Online,N,0,0,140.4,0,280,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,104,Online,N,0,0,76.5,1,106,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,19,Offline,Y,1,0,80,0,280,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,105,Online,N,0,0,126.9,1,163,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,24,Online,N,0,0,118.33,1,106,Not_Canceled
2,1,1,2,Meal Plan 1,N,Room_Type 6,68,Online,N,0,0,198.9,0,134,Canceled
1,0,2,4,Meal Plan 1,N,Room_Type 1,245,Offline,N,0,0,110,0,188,Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 1,141,Online,N,0,0,107.95,0,188,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,22,Corporate,N,0,0,62,1,322,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Offline,N,0,0,45,2,119,Not_Canceled
2,1,1,5,Meal Plan 1,N,Room_Type 1,98,Online,N,0,0,130.5,0,186,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,94,Online,N,0,0,105.3,0,105,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,104,1,340,Not_Canceled
1,0,2,1,Meal Plan 2,N,Room_Type 1,117,Offline,N,0,0,72.5,0,214,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,68,Online,N,0,0,116.45,2,92,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,120,0,123,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,22,Corporate,N,0,0,62,0,322,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Offline,N,0,0,75,0,84,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,3,Corporate,N,0,0,65,0,282,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,80,0,131,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,20,Online,N,0,0,149,0,278,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,0,Online,N,0,0,95.94,0,138,Not_Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 4,42,Online,N,0,0,182.7,1,78,Canceled
2,0,1,5,Not Selected,N,Room_Type 1,7,Online,N,0,0,140,1,291,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,12,Offline,N,0,0,72,0,278,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,94,Online,N,0,0,119,1,358,Not_Canceled
2,1,2,1,Meal Plan 1,N,Room_Type 1,10,Online,N,0,0,79.39,1,340,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,40,Online,N,0,0,139.5,0,279,Canceled
2,0,0,2,Not Selected,N,Room_Type 1,165,Online,N,0,0,94.5,0,190,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,23,Online,N,0,0,93.94,1,249,Not_Canceled
2,0,1,0,Not Selected,N,Room_Type 1,5,Online,N,0,0,89,1,150,Not_Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,0,Corporate,Y,0,10,65,1,291,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,41,Online,N,0,0,105.9,2,290,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,72,Online,N,0,0,96.3,1,178,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,286,Offline,N,0,0,90,0,290,Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 5,111,Offline,N,0,0,120,0,284,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,79,Online,N,0,0,88.4,1,342,Not_Canceled
2,0,0,3,Not Selected,N,Room_Type 1,118,Online,N,0,0,116.1,0,154,Canceled
2,0,1,0,Not Selected,N,Room_Type 1,55,Online,N,0,0,134.1,1,256,Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 1,278,Offline,N,0,0,84.15,0,362,Not_Canceled
2,2,0,1,Meal Plan 1,N,Room_Type 6,153,Online,N,0,0,186.3,0,232,Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,35,Online,N,0,0,100.1,1,73,Not_Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,28,Online,N,0,0,90.25,1,248,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,36,Online,N,0,0,96.3,1,294,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,32,Online,N,0,0,135.9,1,185,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,112,Online,N,0,0,132.6,0,161,Canceled
2,0,0,1,Not Selected,N,Room_Type 1,1,Online,N,0,0,149,0,189,Canceled
2,0,1,3,Not Selected,N,Room_Type 1,82,Offline,N,0,0,72.25,0,158,Not_Canceled
1,0,1,4,Meal Plan 1,N,Room_Type 4,144,Online,N,0,0,92.55,0,146,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,291,Offline,N,0,0,115,0,232,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,287,Online,N,0,0,100.3,0,273,Canceled
2,0,0,3,Not Selected,N,Room_Type 1,185,Online,N,0,0,116.1,0,259,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,13,Offline,N,0,0,82,0,11,Not_Canceled
2,0,1,4,Meal Plan 1,Y,Room_Type 1,2,Offline,N,0,0,83.8,0,41,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,193,Offline,N,0,0,65,0,289,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,276,Offline,N,0,0,116.33,0,266,Canceled
3,0,1,0,Meal Plan 1,Y,Room_Type 4,96,Online,N,0,0,168.3,2,171,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,207,Online,N,0,0,108.9,2,278,Canceled
3,0,0,4,Meal Plan 1,N,Room_Type 4,43,Online,N,0,0,122.4,0,306,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,263,Offline,N,0,0,67,0,265,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,141,0,145,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 4,10,Aviation,N,0,0,110,0,274,Canceled
2,0,1,1,Not Selected,N,Room_Type 1,268,Online,N,0,0,95.4,0,275,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,291,Offline,N,0,0,115,0,232,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,12,0,220,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,17,Offline,N,0,0,95,0,165,Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,64,Online,N,0,0,130.05,3,95,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,22,Online,N,0,0,139,0,270,Canceled
2,0,1,1,Not Selected,N,Room_Type 1,61,Online,N,0,0,125.1,0,256,Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,162,Offline,N,0,0,115,0,288,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,14,Online,N,0,0,151,0,183,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,97,Online,N,0,0,108.3,1,119,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,160,Offline,N,0,0,70,0,365,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 4,1,Online,N,0,0,176,0,142,Not_Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,163,Offline,N,0,0,100,0,157,Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,17,Corporate,N,0,0,65,0,264,Not_Canceled
2,1,2,3,Meal Plan 2,N,Room_Type 1,25,Online,N,0,0,146.7,2,323,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 4,154,Online,N,0,0,124.8,1,192,Canceled
2,0,2,1,Not Selected,N,Room_Type 1,1,Online,N,0,0,109,0,114,Not_Canceled
2,2,0,2,Meal Plan 1,N,Room_Type 6,15,Online,N,0,0,231,0,229,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,76,Online,N,0,0,159.3,1,133,Not_Canceled
2,0,3,9,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,106.84,2,232,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,229,Online,N,0,0,116.95,0,186,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,8,Online,N,0,0,101,1,109,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 4,97,Offline,N,0,0,60.5,1,364,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,27,Offline,N,0,0,85.5,0,262,Not_Canceled
2,0,2,5,Meal Plan 2,N,Room_Type 1,277,Offline,N,0,0,89.14,1,249,Not_Canceled
1,1,0,3,Meal Plan 1,N,Room_Type 1,149,Online,N,0,0,127.5,0,202,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,136,Online,N,0,0,90.9,0,239,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,43,Offline,N,0,0,75,0,287,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,105,Online,N,0,0,72.25,3,331,Not_Canceled
1,0,1,3,Meal Plan 1,N,Room_Type 1,28,Corporate,N,0,0,75,1,336,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,83,Online,N,0,0,76.5,1,215,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,8,Online,N,0,0,91.45,0,2,Not_Canceled
2,0,2,2,Meal Plan 1,Y,Room_Type 2,39,Online,N,0,0,91.45,2,362,Not_Canceled
2,0,2,2,Not Selected,N,Room_Type 1,64,Online,N,0,0,63.75,0,72,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,273,Offline,N,0,0,95,0,134,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,8,Offline,N,0,0,130,0,310,Not_Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,99,Online,N,0,0,127.71,3,361,Not_Canceled
2,0,2,3,Meal Plan 2,N,Room_Type 2,48,Offline,N,0,0,94.88,0,299,Not_Canceled
2,1,1,3,Meal Plan 1,N,Room_Type 1,141,Online,N,0,0,119,2,217,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,7,Online,N,0,0,93,0,41,Not_Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 1,33,Corporate,N,0,0,95,0,25,Not_Canceled
1,0,1,4,Meal Plan 1,N,Room_Type 1,150,Offline,N,0,0,71.6,0,18,Not_Canceled
2,0,1,2,Not Selected,N,Room_Type 1,52,Online,N,0,0,79.5,1,57,Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 1,145,Offline,N,0,0,94.5,0,242,Not_Canceled
1,0,0,1,Not Selected,N,Room_Type 1,1,Online,N,0,0,66.7,0,14,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,46,Online,N,0,0,122.4,1,364,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,265,Offline,N,0,0,115,1,176,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,88,Online,N,0,0,90.9,1,117,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,13,Offline,N,0,0,75,1,280,Not_Canceled
2,1,0,2,Meal Plan 1,N,Room_Type 1,50,Offline,N,0,0,98.55,0,293,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,31,Online,N,0,0,134.1,1,278,Not_Canceled
2,1,2,5,Meal Plan 1,N,Room_Type 1,177,Online,N,0,0,125.1,1,276,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,305,Offline,N,0,0,89,0,309,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,85,Offline,N,0,0,85,1,280,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,24,Corporate,N,0,0,50,0,340,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,230,Online,N,0,0,96.3,1,246,Not_Canceled
