workclass,education,marital_status,occupation,relationship,race,sex,native_country,income
Private,Bachelors,Never-married,Armed-Forces,Other-relative,White,Male,Guatemala,<=50K
Private,Bachelors,Married-spouse-absent,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,Scotland,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
State-gov,7th-8th,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,Cambodia,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Federal-gov,5th-6th,Never-married,Farming-fishing,Own-child,Other,Male,Philippines,<=50K
Federal-gov,Masters,Never-married,Other-service,Husband,Other,Male,Columbia,>50K
Local-gov,10th,Widowed,Other-service,Unmarried,White,Male,Ireland,<=50K
State-gov,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,Ecuador,<=50K
Self-emp-inc,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Holland-Netherlands,<=50K
Self-emp-not-inc,11th,Never-married,Tech-support,Own-child,Other,Male,China,<=50K
Federal-gov,HS-grad,Widowed,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,Japan,<=50K
State-gov,12th,Divorced,Transport-moving,Unmarried,White,Male,Honduras,>50K
Self-emp-inc,Bachelors,Divorced,Sales,Other-relative,Asian-Pac-Islander,Male,Ecuador,>50K
Private,12th,Never-married,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,Cambodia,>50K
Local-gov,HS-grad,Divorced,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,Columbia,>50K
Federal-gov,Bachelors,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Female,Portugal,<=50K
Private,Assoc-acdm,Divorced,Craft-repair,Unmarried,Other,Male,Canada,<=50K
Self-emp-inc,Masters,Divorced,Adm-clerical,Not-in-family,Other,Male,Cuba,>50K
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
Local-gov,Prof-school,Never-married,Adm-clerical,Wife,Other,Female,Thailand,>50K
Federal-gov,10th,Widowed,Other-service,Unmarried,Black,Male,Philippines,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Without-pay,10th,Never-married,Adm-clerical,Unmarried,Black,Female,South,<=50K
Without-pay,Assoc-voc,Married-spouse-absent,Sales,Wife,Other,Male,Greece,<=50K
Without-pay,Prof-school,Married-AF-spouse,Sales,Own-child,White,Male,Laos,>50K
State-gov,7th-8th,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,Columbia,>50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
Private,11th,Never-married,Farming-fishing,Unmarried,White,Male,United-States,<=50K
Without-pay,Prof-school,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Female,Canada,>50K
State-gov,Masters,Married-spouse-absent,Transport-moving,Husband,Amer-Indian-Eskimo,Female,Taiwan,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Female,United-States,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Self-emp-not-inc,12th,Widowed,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,Portugal,>50K
Self-emp-not-inc,5th-6th,Widowed,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,Portugal,>50K
Local-gov,9th,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,Haiti,<=50K
Private,11th,Separated,Sales,Unmarried,Black,Female,United-States,<=50K
Private,HS-grad,Divorced,Exec-managerial,Other-relative,White,Female,United-States,<=50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Female,United-States,<=50K
Local-gov,Bachelors,Never-married,Tech-support,Own-child,White,Male,United-States,<=50K
Local-gov,Doctorate,Married-spouse-absent,Protective-serv,Not-in-family,Other,Male,Nicaragua,<=50K
Local-gov,Preschool,Widowed,Craft-repair,Husband,Black,Male,Hong,>50K
Without-pay,Doctorate,Divorced,Tech-support,Husband,Asian-Pac-Islander,Male,Thailand,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
Federal-gov,Assoc-acdm,Widowed,Transport-moving,Own-child,Asian-Pac-Islander,Female,Peru,>50K
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Self-emp-not-inc,Bachelors,Divorced,Armed-Forces,Not-in-family,Black,Male,Puerto-Rico,>50K
Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,Portugal,<=50K
Private,7th-8th,Never-married,Handlers-cleaners,Unmarried,White,Male,United-States,<=50K
Self-emp-not-inc,9th,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Male,France,<=50K
Without-pay,Bachelors,Never-married,Tech-support,Own-child,Black,Female,Poland,>50K
Private,9th,Married-spouse-absent,Priv-house-serv,Other-relative,White,Male,Portugal,>50K
State-gov,12th,Never-married,Prof-specialty,Not-in-family,Black,Male,Dominican-Republic,>50K
Self-emp-not-inc,9th,Divorced,Handlers-cleaners,Unmarried,Other,Female,Scotland,>50K
Without-pay,Preschool,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,Italy,>50K
State-gov,11th,Married-AF-spouse,Transport-moving,Unmarried,Other,Female,El-Salvador,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
Federal-gov,5th-6th,Widowed,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,Outlying-US(Guam-USVI-etc),>50K
Private,Doctorate,Divorced,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,Italy,<=50K
Federal-gov,HS-grad,Married-AF-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,Hong,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,Canada,<=50K
State-gov,1st-4th,Married-spouse-absent,Exec-managerial,Own-child,Other,Female,Haiti,>50K
Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
Self-emp-inc,11th,Never-married,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,Nicaragua,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Self-emp-not-inc,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,Trinadad&Tobago,>50K
Without-pay,5th-6th,Married-spouse-absent,Sales,Husband,Amer-Indian-Eskimo,Male,Holland-Netherlands,<=50K
Without-pay,Masters,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,Portugal,<=50K
State-gov,Bachelors,Never-married,Machine-op-inspct,Husband,Black,Female,Mexico,<=50K
Without-pay,Masters,Separated,Armed-Forces,Not-in-family,White,Female,Thailand,>50K
Self-emp-not-inc,Assoc-acdm,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,Trinadad&Tobago,>50K
Local-gov,7th-8th,Married-civ-spouse,Priv-house-serv,Own-child,Other,Female,Canada,<=50K
Self-emp-inc,12th,Married-spouse-absent,Handlers-cleaners,Own-child,White,Female,Iran,>50K
Private,Assoc-voc,Married-spouse-absent,Protective-serv,Other-relative,Other,Female,Hungary,<=50K
State-gov,Some-college,Never-married,Protective-serv,Husband,Other,Male,China,>50K
Federal-gov,Prof-school,Never-married,Armed-Forces,Own-child,White,Male,Holland-Netherlands,>50K
Self-emp-inc,1st-4th,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,Portugal,>50K
Federal-gov,7th-8th,Separated,Farming-fishing,Own-child,Black,Male,Italy,>50K
Local-gov,11th,Separated,Transport-moving,Other-relative,Other,Male,Thailand,<=50K
Without-pay,Prof-school,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,Thailand,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Peru,>50K
Private,HS-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,United-States,<=50K
Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K
Private,1st-4th,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,Columbia,>50K
State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
Federal-gov,12th,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,Taiwan,<=50K
Federal-gov,Prof-school,Divorced,Exec-managerial,Unmarried,White,Male,Nicaragua,>50K
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Philippines,>50K
Self-emp-not-inc,12th,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,Italy,<=50K
Without-pay,9th,Married-AF-spouse,Craft-repair,Own-child,Other,Male,United-States,<=50K
State-gov,7th-8th,Married-AF-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,Hong,<=50K
Self-emp-not-inc,Masters,Never-married,Priv-house-serv,Unmarried,Black,Female,Iran,>50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
Local-gov,Doctorate,Widowed,Craft-repair,Not-in-family,Black,Female,India,>50K
State-gov,Doctorate,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,Cuba,<=50K
Local-gov,1st-4th,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Male,Germany,<=50K
Federal-gov,1st-4th,Separated,Priv-house-serv,Husband,White,Female,Cambodia,>50K
State-gov,Assoc-acdm,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Male,Haiti,>50K
Private,Some-college,Married-AF-spouse,Tech-support,Husband,Other,Male,Jamaica,>50K
Private,1st-4th,Never-married,Adm-clerical,Wife,Other,Male,Jamaica,>50K
Self-emp-not-inc,12th,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,El-Salvador,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Local-gov,Preschool,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,Columbia,>50K
Self-emp-inc,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,Cambodia,>50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
Self-emp-inc,Assoc-voc,Divorced,Tech-support,Not-in-family,Other,Male,India,>50K
Self-emp-not-inc,1st-4th,Widowed,Other-service,Other-relative,Black,Female,Iran,>50K
Private,Doctorate,Married-civ-spouse,Protective-serv,Unmarried,White,Female,India,<=50K
Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,United-States,>50K
Private,10th,Separated,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,Canada,>50K
Private,11th,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Female,Scotland,>50K
Local-gov,HS-grad,Married-spouse-absent,Protective-serv,Not-in-family,Other,Male,Iran,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
Local-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,United-States,<=50K
Federal-gov,Some-college,Never-married,Prof-specialty,Husband,Other,Male,South,<=50K
Self-emp-inc,9th,Married-civ-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,Taiwan,<=50K
Self-emp-inc,7th-8th,Never-married,Priv-house-serv,Own-child,Other,Female,Dominican-Republic,>50K
Self-emp-not-inc,12th,Married-spouse-absent,Handlers-cleaners,Own-child,White,Female,Taiwan,<=50K
Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
State-gov,12th,Widowed,Prof-specialty,Own-child,White,Male,Cuba,<=50K
Private,Doctorate,Married-civ-spouse,Tech-support,Own-child,Other,Male,Jamaica,>50K
Self-emp-inc,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Other,Female,Peru,>50K
Federal-gov,Bachelors,Widowed,Other-service,Husband,Other,Female,India,>50K
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,>50K
Self-emp-inc,Assoc-acdm,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,Ecuador,<=50K
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Germany,>50K
Local-gov,Prof-school,Divorced,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,United-States,<=50K
State-gov,9th,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Female,Mexico,<=50K
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
Private,Some-college,Married-spouse-absent,Other-service,Other-relative,Other,Male,Greece,>50K
State-gov,12th,Married-spouse-absent,Tech-support,Husband,Amer-Indian-Eskimo,Male,France,<=50K
Local-gov,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Male,Japan,>50K
Local-gov,Prof-school,Divorced,Prof-specialty,Unmarried,Other,Male,Japan,>50K
Local-gov,7th-8th,Married-AF-spouse,Transport-moving,Other-relative,Other,Male,Greece,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,>50K
Without-pay,1st-4th,Separated,Handlers-cleaners,Unmarried,Black,Female,Columbia,<=50K
Local-gov,Bachelors,Married-civ-spouse,Priv-house-serv,Not-in-family,Other,Female,Haiti,<=50K
Without-pay,Assoc-acdm,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,Trinadad&Tobago,<=50K
Self-emp-inc,Preschool,Married-AF-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Female,Yugoslavia,<=50K
Without-pay,Preschool,Divorced,Other-service,Own-child,Black,Male,Thailand,>50K
Local-gov,10th,Widowed,Other-service,Unmarried,White,Female,United-States,<=50K
Self-emp-inc,Masters,Married-AF-spouse,Adm-clerical,Own-child,Black,Female,Trinadad&Tobago,>50K
Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Own-child,Black,Male,Canada,<=50K
Local-gov,9th,Divorced,Machine-op-inspct,Unmarried,White,Female,Nicaragua,<=50K
Without-pay,1st-4th,Never-married,Protective-serv,Other-relative,White,Male,Cambodia,>50K
Local-gov,Prof-school,Married-civ-spouse,Adm-clerical,Unmarried,Black,Female,Outlying-US(Guam-USVI-etc),<=50K
State-gov,Preschool,Widowed,Other-service,Unmarried,Black,Male,Holland-Netherlands,<=50K
Self-emp-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,Own-child,Other,Male,Vietnam,<=50K
Self-emp-inc,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,Iran,>50K
Private,10th,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,El-Salvador,>50K
Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,Philippines,<=50K
Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Without-pay,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Other,Female,Outlying-US(Guam-USVI-etc),<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Private,5th-6th,Married-AF-spouse,Priv-house-serv,Own-child,Black,Male,United-States,>50K
Federal-gov,7th-8th,Widowed,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,Peru,>50K
Self-emp-inc,10th,Married-AF-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,Haiti,<=50K
Self-emp-inc,Bachelors,Separated,Priv-house-serv,Not-in-family,Black,Male,Guatemala,<=50K
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
Without-pay,Prof-school,Married-spouse-absent,Prof-specialty,Wife,White,Female,Guatemala,<=50K
State-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,Other,Female,Nicaragua,<=50K
Federal-gov,9th,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,Canada,<=50K
Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Other-relative,Other,Male,Mexico,<=50K
Federal-gov,9th,Divorced,Sales,Wife,Other,Male,Mexico,<=50K
Self-emp-inc,Assoc-acdm,Married-AF-spouse,Transport-moving,Wife,Other,Male,Yugoslavia,<=50K
Self-emp-inc,Prof-school,Separated,Farming-fishing,Husband,Other,Male,Dominican-Republic,<=50K
Without-pay,9th,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,Trinadad&Tobago,>50K
Local-gov,7th-8th,Divorced,Sales,Own-child,White,Female,Germany,>50K
Federal-gov,9th,Separated,Handlers-cleaners,Husband,White,Female,China,>50K
Local-gov,Preschool,Divorced,Machine-op-inspct,Not-in-family,Black,Female,Haiti,<=50K
Self-emp-inc,Assoc-voc,Divorced,Protective-serv,Unmarried,Black,Female,Japan,<=50K
Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
State-gov,Assoc-acdm,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Male,Vietnam,>50K
Local-gov,Preschool,Married-spouse-absent,Transport-moving,Other-relative,Black,Female,Portugal,>50K
State-gov,Some-college,Never-married,Farming-fishing,Husband,White,Male,Scotland,>50K
Self-emp-not-inc,Preschool,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,Scotland,>50K
Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Wife,White,Female,Hungary,<=50K
Federal-gov,Bachelors,Widowed,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,China,>50K
Without-pay,10th,Married-AF-spouse,Tech-support,Own-child,White,Male,Yugoslavia,>50K
State-gov,Masters,Divorced,Tech-support,Unmarried,Other,Female,China,<=50K
Without-pay,Masters,Never-married,Handlers-cleaners,Other-relative,Black,Male,Mexico,>50K
State-gov,HS-grad,Married-spouse-absent,Farming-fishing,Wife,White,Male,Ecuador,>50K
Private,HS-grad,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,Yugoslavia,<=50K
Self-emp-inc,Doctorate,Married-spouse-absent,Handlers-cleaners,Own-child,Black,Female,Columbia,<=50K
State-gov,Doctorate,Divorced,Exec-managerial,Wife,Black,Female,Trinadad&Tobago,<=50K
Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
Federal-gov,11th,Never-married,Protective-serv,Own-child,White,Female,England,>50K
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
Private,11th,Married-spouse-absent,Tech-support,Wife,Other,Female,Thailand,<=50K
Local-gov,Assoc-acdm,Widowed,Adm-clerical,Husband,Other,Female,Puerto-Rico,>50K
Private,Masters,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,Honduras,>50K
Self-emp-not-inc,1st-4th,Married-AF-spouse,Machine-op-inspct,Unmarried,White,Female,England,<=50K
Without-pay,9th,Married-civ-spouse,Transport-moving,Unmarried,Other,Female,Ireland,<=50K
Private,12th,Widowed,Priv-house-serv,Husband,Asian-Pac-Islander,Female,England,>50K
Self-emp-not-inc,Some-college,Married-AF-spouse,Armed-Forces,Wife,White,Male,Dominican-Republic,>50K
Self-emp-not-inc,HS-grad,Widowed,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,Germany,<=50K
Private,10th,Never-married,Sales,Own-child,White,Female,United-States,<=50K
Without-pay,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Honduras,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India,>50K
State-gov,Preschool,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,France,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
State-gov,Preschool,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,Mexico,<=50K
Without-pay,9th,Divorced,Exec-managerial,Wife,Other,Female,Cuba,<=50K
Self-emp-inc,5th-6th,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,Italy,>50K
Federal-gov,Preschool,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,Peru,<=50K
Federal-gov,Preschool,Married-AF-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,Puerto-Rico,>50K
Federal-gov,Preschool,Separated,Other-service,Own-child,White,Male,Holland-Netherlands,<=50K
Federal-gov,9th,Widowed,Protective-serv,Wife,White,Male,Mexico,<=50K
State-gov,Assoc-acdm,Divorced,Other-service,Husband,Other,Female,Scotland,>50K
Private,1st-4th,Widowed,Prof-specialty,Other-relative,Black,Male,Guatemala,>50K
Without-pay,7th-8th,Separated,Priv-house-serv,Other-relative,White,Male,England,<=50K
Federal-gov,12th,Married-spouse-absent,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,England,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,United-States,>50K
Self-emp-inc,10th,Never-married,Armed-Forces,Unmarried,White,Female,United-States,<=50K
State-gov,Bachelors,Married-spouse-absent,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,Guatemala,<=50K
Private,Masters,Divorced,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,Holland-Netherlands,>50K
Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,United-States,<=50K
Self-emp-inc,9th,Separated,Craft-repair,Own-child,White,Male,China,<=50K
Self-emp-inc,Assoc-acdm,Married-AF-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,Peru,<=50K
Local-gov,7th-8th,Married-spouse-absent,Transport-moving,Husband,Other,Female,Ecuador,>50K
Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
Federal-gov,Assoc-acdm,Married-AF-spouse,Armed-Forces,Unmarried,Other,Female,India,>50K
Federal-gov,Assoc-voc,Married-AF-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,Laos,<=50K
State-gov,HS-grad,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,Dominican-Republic,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,>50K
Private,12th,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
Local-gov,10th,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,Thailand,<=50K
State-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Other-relative,Black,Female,Portugal,>50K
State-gov,7th-8th,Married-civ-spouse,Armed-Forces,Own-child,White,Female,Haiti,>50K
State-gov,11th,Divorced,Priv-house-serv,Own-child,White,Male,South,>50K
Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,Japan,<=50K
Self-emp-not-inc,Preschool,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Without-pay,Assoc-acdm,Widowed,Craft-repair,Own-child,White,Female,France,<=50K
Without-pay,10th,Separated,Prof-specialty,Husband,Other,Male,South,>50K
Without-pay,11th,Widowed,Prof-specialty,Wife,Black,Male,Thailand,>50K
Local-gov,10th,Separated,Farming-fishing,Wife,Other,Female,Philippines,>50K
Self-emp-inc,12th,Married-AF-spouse,Handlers-cleaners,Unmarried,Other,Male,China,>50K
Without-pay,Masters,Married-AF-spouse,Farming-fishing,Own-child,White,Male,Iran,<=50K
Self-emp-inc,11th,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Male,Guatemala,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
Self-emp-inc,HS-grad,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Female,England,>50K
Private,9th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,United-States,<=50K
Federal-gov,11th,Widowed,Other-service,Unmarried,Black,Male,Trinadad&Tobago,<=50K
Private,11th,Never-married,Priv-house-serv,Other-relative,White,Female,Mexico,<=50K
Without-pay,Doctorate,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo,Male,Germany,>50K
Federal-gov,9th,Married-AF-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,Iran,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,Mexico,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Federal-gov,5th-6th,Divorced,Prof-specialty,Wife,Black,Male,Guatemala,>50K
State-gov,Some-college,Never-married,Tech-support,Own-child,White,Male,United-States,<=50K
Self-emp-inc,Masters,Married-spouse-absent,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,Nicaragua,<=50K
Local-gov,Some-college,Separated,Handlers-cleaners,Not-in-family,White,Female,Guatemala,>50K
Private,HS-grad,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Male,Cuba,>50K
Local-gov,Prof-school,Widowed,Sales,Wife,White,Male,Dominican-Republic,>50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,United-States,<=50K
State-gov,Some-college,Married-AF-spouse,Adm-clerical,Husband,Black,Female,Haiti,<=50K
Federal-gov,12th,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,Scotland,>50K
Self-emp-inc,Prof-school,Separated,Tech-support,Wife,Other,Female,Portugal,<=50K
Private,Prof-school,Married-AF-spouse,Transport-moving,Wife,Other,Male,Iran,<=50K
Without-pay,11th,Never-married,Handlers-cleaners,Own-child,White,Female,Holland-Netherlands,<=50K
Without-pay,Assoc-voc,Never-married,Transport-moving,Wife,Other,Female,Hungary,<=50K
Federal-gov,Prof-school,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,Poland,<=50K
Without-pay,Prof-school,Married-AF-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,Vietnam,>50K
Self-emp-not-inc,Assoc-acdm,Separated,Exec-managerial,Wife,Other,Male,Philippines,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,Mexico,>50K
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
Private,HS-grad,Widowed,Priv-house-serv,Husband,White,Male,England,>50K
Self-emp-inc,Assoc-voc,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,Iran,<=50K
Self-emp-not-inc,12th,Married-spouse-absent,Protective-serv,Wife,White,Male,Ecuador,<=50K
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
Without-pay,1st-4th,Married-AF-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Female,Columbia,<=50K
Self-emp-inc,Doctorate,Separated,Adm-clerical,Own-child,White,Male,Scotland,<=50K
